Timestamp;TimeSeconds;PosX;PosY;PosZ
00:00,000;0,00;4,437011;1,62148;-5,861409
00:00,020;0,02;4,437011;1,62148;-5,861409
00:00,040;0,04;4,437011;1,62148;-5,861409
00:00,060;0,06;4,437011;1,62148;-5,861409
00:00,080;0,08;4,437011;1,62148;-5,861409
00:00,100;0,10;4,437011;1,62148;-5,861409
00:00,120;0,12;4,437011;1,62148;-5,861409
00:00,140;0,14;4,437011;1,62148;-5,861409
00:00,160;0,16;4,437011;1,62148;-5,861409
00:00,180;0,18;4,437011;1,62148;-5,861409
00:00,200;0,20;4,437011;1,62148;-5,861409
00:00,220;0,22;4,437011;1,62148;-5,861409
00:00,240;0,24;4,437011;1,62148;-5,861409
00:00,260;0,26;4,437011;1,62148;-5,861409
00:00,280;0,28;4,437011;1,62148;-5,861409
00:00,300;0,30;4,437011;1,62148;-5,861409
00:00,320;0,32;4,437011;1,62148;-5,861409
00:00,340;0,34;4,437011;1,62148;-5,861409
00:00,360;0,36;4,437011;1,62148;-5,861409
00:00,380;0,38;4,437011;1,62148;-5,861409
00:00,400;0,40;4,437011;1,62148;-5,861409
00:00,420;0,42;4,437011;1,62148;-5,861409
00:00,440;0,44;4,437011;1,62148;-5,861409
00:00,460;0,46;4,437011;1,62148;-5,861409
00:00,480;0,48;4,437011;1,62148;-5,861409
00:00,500;0,50;4,437011;1,62148;-5,861409
00:00,520;0,52;4,437011;1,62148;-5,861409
00:00,540;0,54;4,437011;1,62148;-5,861409
00:00,560;0,56;4,437011;1,62148;-5,861409
00:00,580;0,58;4,437011;1,62148;-5,861409
00:00,600;0,60;4,437011;1,62148;-5,861409
00:00,620;0,62;4,437011;1,62148;-5,861409
00:00,640;0,64;4,437011;1,62148;-5,861409
00:00,660;0,66;4,437011;1,62148;-5,861409
00:00,680;0,68;4,437011;1,62148;-5,861409
00:00,700;0,70;4,437011;1,62148;-5,861409
00:00,720;0,72;4,437011;1,62148;-5,861409
00:00,740;0,74;4,437011;1,62148;-5,861409
00:00,760;0,76;4,437011;1,62148;-5,861409
00:00,780;0,78;4,437011;1,62148;-5,861409
00:00,800;0,80;4,437011;1,62148;-5,861409
00:00,820;0,82;4,437011;1,62148;-5,861409
00:00,840;0,84;4,437011;1,62148;-5,861409
00:00,860;0,86;4,437011;1,62148;-5,861409
00:00,880;0,88;4,437011;1,62148;-5,861409
00:00,900;0,90;4,437011;1,62148;-5,861409
00:00,920;0,92;4,437011;1,62148;-5,861409
00:00,940;0,94;4,437011;1,62148;-5,861409
00:00,960;0,96;4,437011;1,62148;-5,861409
00:00,980;0,98;4,437011;1,62148;-5,861409
00:01,000;1,00;4,437011;1,62148;-5,861409
00:01,020;1,02;4,437011;1,62148;-5,861409
00:01,040;1,04;4,437011;1,62148;-5,861409
00:01,060;1,06;4,437011;1,62148;-5,861409
00:01,080;1,08;4,437011;1,62148;-5,861409
00:01,100;1,10;4,437011;1,62148;-5,861409
00:01,120;1,12;4,437011;1,62148;-5,861409
00:01,140;1,14;4,437011;1,62148;-5,861409
00:01,160;1,16;4,437011;1,62148;-5,861409
00:01,180;1,18;4,437011;1,62148;-5,861409
00:01,200;1,20;4,437011;1,62148;-5,861409
00:01,220;1,22;4,437011;1,62148;-5,861409
00:01,240;1,24;4,437011;1,62148;-5,861409
00:01,260;1,26;4,437011;1,62148;-5,861409
00:01,280;1,28;4,437011;1,62148;-5,861409
00:01,300;1,30;4,437011;1,62148;-5,861409
00:01,320;1,32;4,437011;1,62148;-5,861409
00:01,340;1,34;4,437011;1,62148;-5,861409
00:01,360;1,36;4,437011;1,62148;-5,861409
00:01,380;1,38;4,437011;1,62148;-5,861409
00:01,400;1,40;4,437011;1,62148;-5,861409
00:01,420;1,42;4,437011;1,62148;-5,861409
00:01,440;1,44;4,437011;1,62148;-5,861409
00:01,460;1,46;4,437011;1,62148;-5,861409
00:01,480;1,48;4,437011;1,62148;-5,861409
00:01,500;1,50;4,437011;1,62148;-5,861409
00:01,520;1,52;4,437011;1,62148;-5,861409
00:01,540;1,54;4,437011;1,62148;-5,861409
00:01,560;1,56;4,437011;1,62148;-5,861409
00:01,580;1,58;4,437011;1,62148;-5,861409
00:01,600;1,60;4,437011;1,62148;-5,861409
00:01,620;1,62;4,437011;1,62148;-5,861409
00:01,640;1,64;4,437011;1,62148;-5,861409
00:01,660;1,66;4,437011;1,62148;-5,861409
00:01,680;1,68;4,437011;1,62148;-5,861409
00:01,700;1,70;4,437011;1,62148;-5,861409
00:01,720;1,72;4,437011;1,62148;-5,861409
00:01,740;1,74;4,437011;1,62148;-5,861409
00:01,760;1,76;4,437011;1,62148;-5,861409
00:01,780;1,78;4,437011;1,62148;-5,861409
00:01,800;1,80;4,437011;1,62148;-5,861409
00:01,820;1,82;4,437011;1,62148;-5,861409
00:01,840;1,84;4,437011;1,62148;-5,861409
00:01,860;1,86;4,437011;1,62148;-5,861409
00:01,880;1,88;4,437011;1,62148;-5,861409
00:01,900;1,90;4,437011;1,62148;-5,861409
00:01,920;1,92;4,437011;1,62148;-5,861409
00:01,940;1,94;4,437011;1,62148;-5,861409
00:01,960;1,96;4,437011;1,62148;-5,861409
00:01,980;1,98;4,437011;1,62148;-5,861409
00:02,000;2,00;4,437011;1,62148;-5,861409
00:02,020;2,02;4,437011;1,62148;-5,861409
00:02,040;2,04;4,437011;1,62148;-5,861409
00:02,060;2,06;4,437011;1,62148;-5,861409
00:02,080;2,08;4,437011;1,62148;-5,861409
00:02,100;2,10;4,437011;1,62148;-5,861409
00:02,120;2,12;4,437011;1,62148;-5,861409
00:02,140;2,14;4,437011;1,62148;-5,861409
00:02,160;2,16;4,437011;1,62148;-5,861409
00:02,180;2,18;4,437011;1,62148;-5,861409
00:02,200;2,20;4,437011;1,62148;-5,861409
00:02,220;2,22;4,437011;1,62148;-5,861409
00:02,240;2,24;4,437011;1,62148;-5,861409
00:02,260;2,26;4,437011;1,62148;-5,861409
00:02,280;2,28;4,437011;1,62148;-5,861409
00:02,300;2,30;4,437011;1,62148;-5,861409
00:02,320;2,32;4,437011;1,62148;-5,861409
00:02,340;2,34;4,437011;1,62148;-5,861409
00:02,360;2,36;4,437011;1,62148;-5,861409
00:02,380;2,38;4,437011;1,62148;-5,861409
00:02,400;2,40;4,437011;1,62148;-5,861409
00:02,420;2,42;4,437011;1,62148;-5,861409
00:02,440;2,44;4,437011;1,62148;-5,861409
00:02,460;2,46;4,437011;1,62148;-5,861409
00:02,480;2,48;4,437011;1,62148;-5,861409
00:02,500;2,50;4,437011;1,62148;-5,861409
00:02,520;2,52;4,437011;1,62148;-5,861409
00:02,540;2,54;4,437011;1,62148;-5,861409
00:02,560;2,56;4,437011;1,62148;-5,861409
00:02,580;2,58;4,437011;1,62148;-5,861409
00:02,600;2,60;4,437011;1,62148;-5,861409
00:02,620;2,62;4,437011;1,62148;-5,861409
00:02,640;2,64;4,437011;1,62148;-5,861409
00:02,660;2,66;4,437011;1,62148;-5,861409
00:02,680;2,68;4,437011;1,62148;-5,861409
00:02,700;2,70;4,437011;1,62148;-5,861409
00:02,720;2,72;4,437011;1,62148;-5,861409
00:02,740;2,74;4,437011;1,62148;-5,861409
00:02,760;2,76;4,437011;1,62148;-5,861409
00:02,780;2,78;4,437011;1,62148;-5,861409
00:02,800;2,80;4,437011;1,62148;-5,861409
00:02,820;2,82;4,437011;1,62148;-5,861409
00:02,840;2,84;4,437011;1,62148;-5,861409
00:02,860;2,86;4,437011;1,62148;-5,861409
00:02,880;2,88;4,437011;1,62148;-5,861409
00:02,900;2,90;4,437011;1,62148;-5,861409
00:02,920;2,92;4,437011;1,62148;-5,861409
00:02,940;2,94;4,437011;1,62148;-5,861409
00:02,960;2,96;4,437011;1,62148;-5,861409
00:02,980;2,98;4,437011;1,62148;-5,861409
00:03,000;3,00;4,437011;1,62148;-5,861409
00:03,020;3,02;4,437011;1,62148;-5,861409
00:03,040;3,04;4,437011;1,62148;-5,861409
00:03,060;3,06;4,437011;1,62148;-5,861409
00:03,080;3,08;4,437011;1,62148;-5,861409
00:03,100;3,10;4,437011;1,62148;-5,861409
00:03,120;3,12;4,437011;1,62148;-5,861409
00:03,140;3,14;4,437011;1,62148;-5,861409
00:03,160;3,16;4,437011;1,62148;-5,861409
00:03,180;3,18;4,437011;1,62148;-5,861409
00:03,200;3,20;4,437011;1,62148;-5,861409
00:03,220;3,22;4,437011;1,62148;-5,861409
00:03,240;3,24;4,437011;1,62148;-5,861409
00:03,260;3,26;4,437011;1,62148;-5,861409
00:03,280;3,28;4,437011;1,62148;-5,861409
00:03,300;3,30;4,437011;1,62148;-5,861409
00:03,320;3,32;4,437011;1,62148;-5,861409
00:03,340;3,34;4,437011;1,62148;-5,861409
00:03,360;3,36;4,437011;1,62148;-5,861409
00:03,380;3,38;4,437011;1,62148;-5,861409
00:03,400;3,40;4,437011;1,62148;-5,861409
00:03,420;3,42;4,437011;1,62148;-5,861409
00:03,440;3,44;4,437011;1,62148;-5,861409
00:03,460;3,46;4,437011;1,62148;-5,861409
00:03,480;3,48;4,437011;1,62148;-5,861409
00:03,500;3,50;4,437011;1,62148;-5,861409
00:03,520;3,52;4,437011;1,62148;-5,861409
00:03,540;3,54;4,437011;1,62148;-5,861409
00:03,560;3,56;4,437011;1,62148;-5,861409
00:03,580;3,58;4,437011;1,62148;-5,861409
00:03,600;3,60;4,437011;1,62148;-5,861409
00:03,620;3,62;4,437011;1,62148;-5,861409
00:03,640;3,64;4,437011;1,62148;-5,861409
00:03,660;3,66;4,437011;1,62148;-5,861409
00:03,680;3,68;4,437011;1,62148;-5,861409
00:03,700;3,70;4,437011;1,62148;-5,861409
00:03,720;3,72;4,437011;1,62148;-5,861409
00:03,740;3,74;4,437011;1,62148;-5,861409
00:03,760;3,76;4,437011;1,62148;-5,861409
00:03,780;3,78;4,437011;1,62148;-5,861409
00:03,800;3,80;4,437011;1,62148;-5,861409
00:03,820;3,82;4,437011;1,62148;-5,861409
00:03,840;3,84;4,437011;1,62148;-5,861409
00:03,860;3,86;4,437011;1,62148;-5,861409
00:03,880;3,88;4,437011;1,62148;-5,861409
00:03,900;3,90;4,437011;1,62148;-5,861409
00:03,920;3,92;4,437011;1,62148;-5,861409
00:03,940;3,94;4,437011;1,62148;-5,861409
00:03,960;3,96;4,437011;1,62148;-5,861409
00:03,980;3,98;4,437011;1,62148;-5,861409
00:04,000;4,00;4,437011;1,62148;-5,861409
00:04,020;4,02;4,437011;1,62148;-5,861409
00:04,040;4,04;4,437011;1,62148;-5,861409
00:04,060;4,06;4,437011;1,62148;-5,861409
00:04,080;4,08;4,437011;1,62148;-5,861409
00:04,100;4,10;4,437011;1,62148;-5,861409
00:04,120;4,12;4,437011;1,62148;-5,861409
00:04,140;4,14;4,437011;1,62148;-5,861409
00:04,160;4,16;4,437011;1,62148;-5,861409
00:04,180;4,18;4,437011;1,62148;-5,861409
00:04,200;4,20;4,437011;1,62148;-5,861409
00:04,220;4,22;4,437011;1,62148;-5,861409
00:04,240;4,24;4,437011;1,62148;-5,861409
00:04,260;4,26;4,437011;1,62148;-5,861409
00:04,280;4,28;4,437011;1,62148;-5,861409
00:04,300;4,30;4,437011;1,62148;-5,861409
00:04,320;4,32;4,437011;1,62148;-5,861409
00:04,340;4,34;4,437011;1,62148;-5,861409
00:04,360;4,36;4,437011;1,62148;-5,861409
00:04,380;4,38;4,437011;1,62148;-5,861409
00:04,400;4,40;4,437011;1,62148;-5,861409
00:04,420;4,42;4,437011;1,62148;-5,861409
00:04,440;4,44;4,437011;1,62148;-5,861409
00:04,460;4,46;4,437011;1,62148;-5,861409
00:04,480;4,48;4,437011;1,62148;-5,861409
00:04,500;4,50;4,437011;1,62148;-5,861409
00:04,520;4,52;4,437011;1,62148;-5,861409
00:04,540;4,54;4,437011;1,62148;-5,861409
00:04,560;4,56;4,437011;1,62148;-5,861409
00:04,580;4,58;4,437011;1,62148;-5,861409
00:04,600;4,60;4,437011;1,62148;-5,861409
00:04,620;4,62;4,437011;1,62148;-5,861409
00:04,640;4,64;4,437011;1,62148;-5,861409
00:04,660;4,66;4,437011;1,62148;-5,861409
00:04,680;4,68;4,437011;1,62148;-5,861409
00:04,700;4,70;4,437011;1,62148;-5,861409
00:04,720;4,72;4,437011;1,62148;-5,861409
00:04,740;4,74;4,437011;1,62148;-5,861409
00:04,760;4,76;4,437011;1,62148;-5,861409
00:04,780;4,78;4,437011;1,62148;-5,861409
00:04,800;4,80;4,437011;1,62148;-5,861409
00:04,820;4,82;4,437011;1,62148;-5,861409
00:04,840;4,84;4,437011;1,62148;-5,861409
00:04,860;4,86;4,437011;1,62148;-5,861409
00:04,880;4,88;4,437011;1,62148;-5,861409
00:04,900;4,90;4,437011;1,62148;-5,861409
00:04,920;4,92;4,437011;1,62148;-5,861409
00:04,940;4,94;4,437011;1,62148;-5,861409
00:04,960;4,96;4,437011;1,62148;-5,861409
00:04,980;4,98;4,437011;1,62148;-5,861409
00:05,000;5,00;4,437011;1,62148;-5,861409
00:05,020;5,02;4,437011;1,62148;-5,861409
00:05,040;5,04;4,437011;1,62148;-5,861409
00:05,060;5,06;4,437011;1,62148;-5,861409
00:05,080;5,08;4,437011;1,62148;-5,861409
00:05,100;5,10;4,437011;1,62148;-5,861409
00:05,120;5,12;4,437011;1,62148;-5,861409
00:05,140;5,14;4,437011;1,62148;-5,861409
00:05,160;5,16;4,437011;1,62148;-5,861409
00:05,180;5,18;4,437011;1,62148;-5,861409
00:05,200;5,20;4,437011;1,62148;-5,861409
00:05,220;5,22;4,437011;1,62148;-5,861409
00:05,240;5,24;4,437011;1,62148;-5,861409
00:05,260;5,26;4,437011;1,62148;-5,861409
00:05,280;5,28;4,437011;1,62148;-5,861409
00:05,300;5,30;4,437011;1,62148;-5,861409
00:05,320;5,32;4,437011;1,62148;-5,861409
00:05,340;5,34;4,437011;1,62148;-5,861409
00:05,360;5,36;4,437011;1,62148;-5,861409
00:05,380;5,38;4,437011;1,62148;-5,861409
00:05,400;5,40;4,437011;1,62148;-5,861409
00:05,420;5,42;4,437011;1,62148;-5,861409
00:05,440;5,44;4,437011;1,62148;-5,861409
00:05,460;5,46;4,437011;1,62148;-5,861409
00:05,480;5,48;4,437011;1,62148;-5,861409
00:05,500;5,50;4,437011;1,62148;-5,861409
00:05,520;5,52;4,437011;1,62148;-5,861409
00:05,540;5,54;4,437011;1,62148;-5,861409
00:05,560;5,56;4,437011;1,62148;-5,861409
00:05,580;5,58;4,437011;1,62148;-5,861409
00:05,600;5,60;4,437011;1,62148;-5,861409
00:05,620;5,62;4,437011;1,62148;-5,861409
00:05,640;5,64;4,437011;1,62148;-5,861409
00:05,660;5,66;4,437011;1,62148;-5,861409
00:05,680;5,68;4,437011;1,62148;-5,861409
00:05,700;5,70;4,437011;1,62148;-5,861409
00:05,720;5,72;4,437011;1,62148;-5,861409
00:05,740;5,74;4,437011;1,62148;-5,861409
00:05,760;5,76;4,437011;1,62148;-5,861409
00:05,780;5,78;4,437011;1,62148;-5,861409
00:05,800;5,80;4,437011;1,62148;-5,861409
00:05,820;5,82;4,437011;1,62148;-5,861409
00:05,840;5,84;4,437011;1,62148;-5,861409
00:05,860;5,86;4,437011;1,62148;-5,861409
00:05,880;5,88;4,437011;1,62148;-5,861409
00:05,900;5,90;4,437011;1,62148;-5,861409
00:05,920;5,92;4,437011;1,62148;-5,861409
00:05,940;5,94;4,437011;1,62148;-5,861409
00:05,960;5,96;4,437011;1,62148;-5,861409
00:05,980;5,98;4,437011;1,62148;-5,861409
00:06,000;6,00;4,437011;1,62148;-5,861409
00:06,020;6,02;4,437011;1,62148;-5,861409
00:06,040;6,04;4,437011;1,62148;-5,861409
00:06,060;6,06;4,437011;1,62148;-5,861409
00:06,080;6,08;4,437011;1,62148;-5,861409
00:06,100;6,10;4,437011;1,62148;-5,861409
00:06,120;6,12;4,437011;1,62148;-5,861409
00:06,140;6,14;4,437011;1,62148;-5,861409
00:06,160;6,16;4,437011;1,62148;-5,861409
00:06,180;6,18;4,437011;1,62148;-5,861409
00:06,200;6,20;4,437011;1,62148;-5,861409
00:06,220;6,22;4,437011;1,62148;-5,861409
00:06,240;6,24;4,437011;1,62148;-5,861409
00:06,260;6,26;4,437011;1,62148;-5,861409
00:06,280;6,28;4,437011;1,62148;-5,861409
00:06,300;6,30;4,437011;1,62148;-5,861409
00:06,320;6,32;4,437011;1,62148;-5,861409
00:06,340;6,34;4,437011;1,62148;-5,861409
00:06,360;6,36;4,437011;1,62148;-5,861409
00:06,380;6,38;4,437011;1,62148;-5,861409
00:06,400;6,40;4,437011;1,62148;-5,861409
00:06,420;6,42;4,437011;1,62148;-5,861409
00:06,440;6,44;4,437011;1,62148;-5,861409
00:06,460;6,46;4,437011;1,62148;-5,861409
00:06,480;6,48;4,437011;1,62148;-5,861409
00:06,500;6,50;4,437011;1,62148;-5,861409
00:06,520;6,52;4,437011;1,62148;-5,861409
00:06,540;6,54;4,437011;1,62148;-5,861409
00:06,560;6,56;4,437011;1,62148;-5,861409
00:06,580;6,58;4,437011;1,62148;-5,861409
00:06,600;6,60;4,437011;1,62148;-5,861409
00:06,620;6,62;4,437011;1,62148;-5,861409
00:06,640;6,64;4,437011;1,62148;-5,861409
00:06,660;6,66;4,437011;1,62148;-5,861409
00:06,680;6,68;4,437011;1,62148;-5,861409
00:06,700;6,70;4,437011;1,62148;-5,861409
00:06,720;6,72;4,437011;1,62148;-5,861409
00:06,740;6,74;4,437011;1,62148;-5,861409
00:06,760;6,76;4,437011;1,62148;-5,861409
00:06,780;6,78;4,437011;1,62148;-5,861409
00:06,800;6,80;4,437011;1,62148;-5,861409
00:06,820;6,82;4,437011;1,62148;-5,861409
00:06,840;6,84;4,437011;1,62148;-5,861409
00:06,860;6,86;4,437011;1,62148;-5,861409
00:06,880;6,88;4,437011;1,62148;-5,861409
00:06,900;6,90;4,437011;1,62148;-5,861409
00:06,920;6,92;4,437011;1,62148;-5,861409
00:06,940;6,94;4,437011;1,62148;-5,861409
00:06,960;6,96;4,437011;1,62148;-5,861409
00:06,980;6,98;4,437011;1,62148;-5,861409
00:07,000;7,00;4,437011;1,62148;-5,861409
00:07,020;7,02;4,437011;1,62148;-5,861409
00:07,040;7,04;4,437011;1,62148;-5,861409
00:07,060;7,06;4,437011;1,62148;-5,861409
00:07,080;7,08;4,437011;1,62148;-5,861409
00:07,100;7,10;4,437011;1,62148;-5,861409
00:07,120;7,12;4,437011;1,62148;-5,861409
00:07,140;7,14;4,437011;1,62148;-5,861409
00:07,160;7,16;4,437011;1,62148;-5,861409
00:07,180;7,18;4,437011;1,62148;-5,861409
00:07,200;7,20;4,437011;1,62148;-5,861409
00:07,220;7,22;4,437011;1,62148;-5,861409
00:07,240;7,24;4,437011;1,62148;-5,861409
00:07,260;7,26;4,437011;1,62148;-5,861409
00:07,280;7,28;4,437011;1,62148;-5,861409
00:07,300;7,30;4,437011;1,62148;-5,861409
00:07,320;7,32;4,437011;1,62148;-5,861409
00:07,340;7,34;4,437011;1,62148;-5,861409
00:07,360;7,36;4,437011;1,62148;-5,861409
00:07,380;7,38;4,437011;1,62148;-5,861409
00:07,400;7,40;4,437011;1,62148;-5,861409
00:07,420;7,42;4,437011;1,62148;-5,861409
00:07,440;7,44;4,437011;1,62148;-5,861409
00:07,460;7,46;4,437011;1,62148;-5,861409
00:07,480;7,48;4,437011;1,62148;-5,861409
00:07,500;7,50;4,437011;1,62148;-5,861409
00:07,520;7,52;4,437011;1,62148;-5,861409
00:07,540;7,54;4,437011;1,62148;-5,861409
00:07,560;7,56;4,437011;1,62148;-5,861409
00:07,580;7,58;4,437011;1,62148;-5,861409
00:07,600;7,60;4,437011;1,62148;-5,861409
00:07,620;7,62;4,437011;1,62148;-5,861409
00:07,640;7,64;4,437011;1,62148;-5,861409
00:07,660;7,66;4,437011;1,62148;-5,861409
00:07,680;7,68;4,437011;1,62148;-5,861409
00:07,700;7,70;4,437011;1,62148;-5,861409
00:07,720;7,72;4,437011;1,62148;-5,861409
00:07,740;7,74;4,437011;1,62148;-5,861409
00:07,760;7,76;4,437011;1,62148;-5,861409
00:07,780;7,78;4,437011;1,62148;-5,861409
00:07,800;7,80;4,437011;1,62148;-5,861409
00:07,820;7,82;4,437011;1,62148;-5,861409
00:07,840;7,84;4,437011;1,62148;-5,861409
00:07,860;7,86;4,437011;1,62148;-5,861409
00:07,880;7,88;4,437011;1,62148;-5,861409
00:07,900;7,90;4,437011;1,62148;-5,861409
00:07,920;7,92;4,437011;1,62148;-5,861409
00:07,940;7,94;4,437011;1,62148;-5,861409
00:07,960;7,96;4,437011;1,62148;-5,861409
00:07,980;7,98;4,437011;1,62148;-5,861409
00:08,000;8,00;4,437011;1,62148;-5,861409
00:08,020;8,02;4,437011;1,62148;-5,861409
00:08,040;8,04;4,437011;1,62148;-5,861409
00:08,060;8,06;4,437011;1,62148;-5,861409
00:08,080;8,08;4,437011;1,62148;-5,861409
00:08,100;8,10;4,437011;1,62148;-5,861409
00:08,120;8,12;4,437011;1,62148;-5,861409
00:08,140;8,14;4,437011;1,62148;-5,861409
00:08,160;8,16;4,437011;1,62148;-5,861409
00:08,180;8,18;4,437011;1,62148;-5,861409
00:08,200;8,20;4,437011;1,62148;-5,861409
00:08,220;8,22;4,437011;1,62148;-5,861409
00:08,240;8,24;4,437011;1,62148;-5,861409
00:08,260;8,26;4,437011;1,62148;-5,861409
00:08,280;8,28;4,437011;1,62148;-5,861409
00:08,300;8,30;4,437011;1,62148;-5,861409
00:08,320;8,32;4,437011;1,62148;-5,861409
00:08,340;8,34;4,437011;1,62148;-5,861409
00:08,360;8,36;4,437011;1,62148;-5,861409
00:08,380;8,38;4,437011;1,62148;-5,861409
00:08,400;8,40;4,437011;1,62148;-5,861409
00:08,420;8,42;4,437011;1,62148;-5,861409
00:08,440;8,44;4,437011;1,62148;-5,861409
00:08,460;8,46;4,437011;1,62148;-5,861409
00:08,480;8,48;4,437011;1,62148;-5,861409
00:08,500;8,50;4,437011;1,62148;-5,861409
00:08,520;8,52;4,437011;1,62148;-5,861409
00:08,540;8,54;4,437011;1,62148;-5,861409
00:08,560;8,56;4,437011;1,62148;-5,861409
00:08,580;8,58;4,437011;1,62148;-5,861409
00:08,600;8,60;4,437011;1,62148;-5,861409
00:08,620;8,62;4,437011;1,62148;-5,861409
00:08,640;8,64;4,437011;1,62148;-5,861409
00:08,660;8,66;4,437011;1,62148;-5,861409
00:08,680;8,68;4,437011;1,62148;-5,861409
00:08,700;8,70;4,437011;1,62148;-5,861409
00:08,720;8,72;4,437011;1,62148;-5,861409
00:08,740;8,74;4,437011;1,62148;-5,861409
00:08,760;8,76;4,437011;1,62148;-5,861409
00:08,780;8,78;4,437011;1,62148;-5,861409
00:08,800;8,80;4,437011;1,62148;-5,861409
00:08,820;8,82;4,437011;1,62148;-5,861409
00:08,840;8,84;4,437011;1,62148;-5,861409
00:08,860;8,86;4,437011;1,62148;-5,861409
00:08,880;8,88;4,437011;1,62148;-5,861409
00:08,900;8,90;4,437011;1,62148;-5,861409
00:08,920;8,92;4,437011;1,62148;-5,861409
00:08,940;8,94;4,437011;1,62148;-5,861409
00:08,960;8,96;4,437011;1,62148;-5,861409
00:08,980;8,98;4,437011;1,62148;-5,861409
00:09,000;9,00;4,437011;1,62148;-5,861409
00:09,020;9,02;4,437011;1,62148;-5,861409
00:09,040;9,04;4,437011;1,62148;-5,861409
00:09,060;9,06;4,437011;1,62148;-5,861409
00:09,080;9,08;4,437011;1,62148;-5,861409
00:09,100;9,10;4,437011;1,62148;-5,861409
00:09,120;9,12;4,437011;1,62148;-5,861409
00:09,140;9,14;4,437011;1,62148;-5,861409
00:09,160;9,16;4,437011;1,62148;-5,861409
00:09,180;9,18;4,437011;1,62148;-5,861409
00:09,200;9,20;4,437011;1,62148;-5,861409
00:09,220;9,22;4,437011;1,62148;-5,861409
00:09,240;9,24;4,437011;1,62148;-5,861409
00:09,260;9,26;4,437011;1,62148;-5,861409
00:09,280;9,28;4,437011;1,62148;-5,861409
00:09,300;9,30;4,437011;1,62148;-5,861409
00:09,320;9,32;4,437011;1,62148;-5,861409
00:09,340;9,34;4,437011;1,62148;-5,861409
00:09,360;9,36;4,437011;1,62148;-5,861409
00:09,380;9,38;4,437011;1,62148;-5,861409
00:09,400;9,40;4,437011;1,62148;-5,861409
00:09,420;9,42;4,437011;1,62148;-5,861409
00:09,440;9,44;4,437011;1,62148;-5,861409
00:09,460;9,46;4,437011;1,62148;-5,861409
00:09,480;9,48;4,437011;1,62148;-5,861409
00:09,500;9,50;4,437011;1,62148;-5,861409
00:09,520;9,52;4,437011;1,62148;-5,861409
00:09,540;9,54;4,437011;1,62148;-5,861409
00:09,560;9,56;4,437011;1,62148;-5,861409
00:09,580;9,58;4,437011;1,62148;-5,861409
00:09,600;9,60;4,437011;1,62148;-5,861409
00:09,620;9,62;4,437011;1,62148;-5,861409
00:09,640;9,64;4,437011;1,62148;-5,861409
00:09,660;9,66;4,437011;1,62148;-5,861409
00:09,680;9,68;4,437011;1,62148;-5,861409
00:09,700;9,70;4,437011;1,62148;-5,861409
00:09,720;9,72;4,437011;1,62148;-5,861409
00:09,740;9,74;4,437011;1,62148;-5,861409
